r	calc	exp	diff
34.96	0.35038	0.38721	0.03683
34.97	0.42321	0.469	0.04579
34.98	0.49707	0.55142	0.05435
34.99	0.57141	0.63387	0.06246
35	0.64564	0.71568	0.07005
35.01	0.71916	0.79617	0.07701
35.02	0.79137	0.87461	0.08324
35.03	0.86165	0.95027	0.08862
35.04	0.92938	1.02239	0.09301
35.05	0.99393	1.09021	0.09629
35.06	1.05468	1.15299	0.09831
35.07	1.11103	1.20999	0.09896
35.08	1.1624	1.26052	0.09812
35.09	1.20822	1.30391	0.09569
35.1	1.24794	1.33956	0.09162
35.11	1.28107	1.36693	0.08586
35.12	1.30715	1.38554	0.07839
35.13	1.32576	1.39501	0.06925
35.14	1.33653	1.39503	0.0585
35.15	1.33916	1.3854	0.04624
35.16	1.3334	1.366	0.0326
35.17	1.31906	1.33682	0.01776
35.18	1.29605	1.29793	0.00188
35.19	1.26432	1.24953	-0.01479
35.2	1.2239	1.19186	-0.03204
35.21	1.17491	1.1253	-0.04961
35.22	1.11755	1.05027	-0.06728
35.23	1.05207	0.96728	-0.08478
35.24	0.97882	0.87691	-0.10191
35.25	0.89821	0.77978	-0.11843
35.26	0.81074	0.67657	-0.13417
35.27	0.71697	0.56799	-0.14897
35.28	0.6175	0.4548	-0.1627
35.29	0.51301	0.33775	-0.17526
35.3	0.40423	0.21763	-0.1866
35.31	0.29193	0.09524	-0.19669
35.32	0.17692	-0.02864	-0.20556
35.33	0.06004	-0.1532	-0.21324
35.34	-0.05787	-0.27768	-0.2198
35.35	-0.17593	-0.40128	-0.22535
35.36	-0.29327	-0.52325	-0.22998
35.37	-0.40902	-0.64284	-0.23383
35.38	-0.52233	-0.75934	-0.23701
35.39	-0.63236	-0.87203	-0.23967
35.4	-0.73832	-0.98023	-0.24192
35.41	-0.83943	-1.0833	-0.24387
35.42	-0.93499	-1.18059	-0.2456
35.43	-1.02432	-1.27152	-0.2472
35.44	-1.1068	-1.35553	-0.24873
35.45	-1.18189	-1.43208	-0.25019
35.46	-1.2491	-1.50071	-0.25161
35.47	-1.308	-1.56096	-0.25296
35.48	-1.35825	-1.61245	-0.2542
35.49	-1.39957	-1.65484	-0.25527
35.5	-1.43176	-1.68785	-0.25609
35.51	-1.45468	-1.71126	-0.25658
35.52	-1.46827	-1.72492	-0.25665
35.53	-1.47254	-1.72873	-0.25619
35.54	-1.46756	-1.72266	-0.2551
35.55	-1.45349	-1.70678	-0.2533
35.56	-1.4305	-1.68118	-0.25068
35.57	-1.39888	-1.64606	-0.24718
35.58	-1.35893	-1.60166	-0.24273
35.59	-1.31101	-1.5483	-0.23729
35.6	-1.25554	-1.48635	-0.23081
35.61	-1.19295	-1.41626	-0.22331
35.62	-1.12374	-1.33849	-0.21475
35.63	-1.04842	-1.25358	-0.20516
35.64	-0.96753	-1.16211	-0.19458
35.65	-0.88164	-1.06467	-0.18303
35.66	-0.79134	-0.9619	-0.17056
35.67	-0.69721	-0.85445	-0.15724
35.68	-0.59988	-0.74299	-0.14312
35.69	-0.49994	-0.62821	-0.12827
35.7	-0.39801	-0.51077	-0.11275
35.71	-0.29472	-0.39136	-0.09664
35.72	-0.19066	-0.27067	-0.08
35.73	-0.08644	-0.14935	-0.06291
35.74	0.01736	-0.02806	-0.04542
35.75	0.12017	0.09255	-0.02762
35.76	0.22143	0.21187	-0.00956
35.77	0.32061	0.32928	0.00867
35.78	0.41721	0.44422	0.02701
35.79	0.51075	0.55611	0.04536
35.8	0.60078	0.66443	0.06365
35.81	0.68689	0.76867	0.08178
35.82	0.7687	0.86835	0.09965
35.83	0.84587	0.96302	0.11716
35.84	0.9181	1.05228	0.13418
35.85	0.98512	1.13575	0.15063
35.86	1.04673	1.21307	0.16634
35.87	1.10275	1.28397	0.18122
35.88	1.15304	1.34818	0.19514
35.89	1.19752	1.4055	0.20798
35.9	1.23614	1.45576	0.21962
35.91	1.2689	1.49886	0.22996
35.92	1.29584	1.53474	0.2389
35.93	1.31703	1.56339	0.24636
35.94	1.33258	1.58487	0.25229
35.95	1.34263	1.59927	0.25664
35.96	1.34737	1.60674	0.25937
35.97	1.34698	1.60747	0.26049
35.98	1.3417	1.60171	0.26002
35.99	1.33175	1.58973	0.25798
36	1.31741	1.57185	0.25444
36.01	1.29894	1.5484	0.24946
36.02	1.27661	1.51975	0.24314
36.03	1.25071	1.48628	0.23557
36.04	1.22152	1.44836	0.22684
36.05	1.18932	1.40639	0.21707
36.06	1.15438	1.36076	0.20638
36.07	1.11698	1.31185	0.19487
36.08	1.07736	1.26001	0.18265
36.09	1.03579	1.2056	0.16981
36.1	0.9925	1.14895	0.15645
36.11	0.94771	1.09037	0.14266
36.12	0.90164	1.03014	0.1285
36.13	0.8545	0.96855	0.11405
36.14	0.80648	0.90585	0.09937
36.15	0.75776	0.84227	0.08451
36.16	0.70851	0.77805	0.06954
36.17	0.6589	0.71341	0.05451
36.18	0.6091	0.64857	0.03947
36.19	0.55924	0.58375	0.02451
36.2	0.50949	0.51919	0.0097
36.21	0.45999	0.45511	-0.00488
36.22	0.41089	0.39177	-0.01911
36.23	0.36232	0.32943	-0.03289
36.24	0.31444	0.26837	-0.04607
36.25	0.26738	0.20886	-0.05852
36.26	0.22129	0.15121	-0.07008
36.27	0.17631	0.09573	-0.08058
36.28	0.13257	0.04272	-0.08986
36.29	0.09023	-0.00752	-0.09775
36.3	0.04941	-0.05468	-0.10409
36.31	0.01025	-0.0985	-0.10875
36.32	-0.02713	-0.13871	-0.11158
36.33	-0.06258	-0.17508	-0.1125
36.34	-0.09601	-0.20744	-0.11143
36.35	-0.1273	-0.23563	-0.10833
36.36	-0.15635	-0.25956	-0.10322
36.37	-0.18306	-0.2792	-0.09614
36.38	-0.20736	-0.29454	-0.08718
36.39	-0.22917	-0.30567	-0.0765
36.4	-0.24843	-0.3127	-0.06427
36.41	-0.2651	-0.31582	-0.05071
36.42	-0.27915	-0.31524	-0.03609
36.43	-0.29054	-0.31124	-0.0207
36.44	-0.29928	-0.30413	-0.00485
36.45	-0.30536	-0.29423	0.01112
36.46	-0.3088	-0.2819	0.02689
36.47	-0.30962	-0.2675	0.04212
36.48	-0.30788	-0.25139	0.0565
36.49	-0.30363	-0.23391	0.06972
36.5	-0.29693	-0.2154	0.08153
36.51	-0.28787	-0.19617	0.0917
36.52	-0.27654	-0.17648	0.10005
36.53	-0.26304	-0.15659	0.10646
36.54	-0.24751	-0.13668	0.11083
36.55	-0.23009	-0.11691	0.11317
36.56	-0.21092	-0.09742	0.1135
36.57	-0.19017	-0.07827	0.1119
36.58	-0.16804	-0.05953	0.10851
36.59	-0.14473	-0.04123	0.1035
36.6	-0.12045	-0.02337	0.09708
36.61	-0.09545	-0.00596	0.08949
36.62	-0.06998	0.011	0.08098
36.63	-0.0443	0.02751	0.07181
36.64	-0.01871	0.04353	0.06224
36.65	0.0065	0.05901	0.05251
36.66	0.03101	0.07388	0.04286
36.67	0.05452	0.08802	0.0335
36.68	0.07668	0.10127	0.02459
36.69	0.09717	0.11344	0.01627
36.7	0.11565	0.1243	0.00865
36.71	0.13179	0.13359	0.00179
36.72	0.14527	0.14099	-0.00429
36.73	0.15577	0.14618	-0.00959
36.74	0.163	0.14883	-0.01417
36.75	0.16666	0.14859	-0.01807
36.76	0.1665	0.14511	-0.02139
36.77	0.16229	0.13808	-0.02422
36.78	0.15383	0.12718	-0.02665
36.79	0.14095	0.11215	-0.0288
36.8	0.12352	0.09279	-0.03073
36.81	0.10145	0.06891	-0.03254
36.82	0.0747	0.04043	-0.03427
36.83	0.04326	0.0073	-0.03596
36.84	0.00718	-0.03044	-0.03762
36.85	-0.03346	-0.07268	-0.03922
36.86	-0.07853	-0.11926	-0.04073
36.87	-0.12784	-0.16994	-0.0421
36.88	-0.18118	-0.22443	-0.04325
36.89	-0.23828	-0.28238	-0.0441
36.9	-0.29884	-0.3434	-0.04456
36.91	-0.36254	-0.40709	-0.04455
36.92	-0.429	-0.47299	-0.04399
36.93	-0.49783	-0.54067	-0.04285
36.94	-0.56861	-0.60968	-0.04107
36.95	-0.64092	-0.67959	-0.03867
36.96	-0.71429	-0.74997	-0.03568
36.97	-0.78827	-0.82043	-0.03216
36.98	-0.8624	-0.89063	-0.02823
36.99	-0.9362	-0.96023	-0.02403
37	-1.00923	-1.02896	-0.01973
37.01	-1.08102	-1.09656	-0.01554
37.02	-1.15114	-1.16282	-0.01168
37.03	-1.21916	-1.22757	-0.00841
37.04	-1.28467	-1.29064	-0.00597
37.05	-1.34729	-1.35189	-0.0046
37.06	-1.40666	-1.4112	-0.00454
37.07	-1.46245	-1.46843	-0.00598
37.08	-1.51435	-1.52344	-0.00909
37.09	-1.56208	-1.57611	-0.01403
37.1	-1.60541	-1.62625	-0.02084
37.11	-1.64412	-1.67368	-0.02956
37.12	-1.67803	-1.71818	-0.04015
37.13	-1.70699	-1.7595	-0.05251
37.14	-1.73088	-1.79736	-0.06648
37.15	-1.74963	-1.83146	-0.08183
37.16	-1.76316	-1.86146	-0.0983
37.17	-1.77148	-1.88704	-0.11556
37.18	-1.77456	-1.90784	-0.13328
37.19	-1.77246	-1.92352	-0.15106
37.2	-1.76523	-1.93373	-0.1685
37.21	-1.75295	-1.93817	-0.18522
37.22	-1.73574	-1.93656	-0.20082
37.23	-1.71372	-1.92868	-0.21496
37.24	-1.68706	-1.91436	-0.2273
37.25	-1.65592	-1.89349	-0.23757
37.26	-1.62049	-1.86604	-0.24555
37.27	-1.581	-1.83206	-0.25106
37.28	-1.53765	-1.79167	-0.25402
37.29	-1.49071	-1.74511	-0.2544
37.3	-1.44041	-1.69265	-0.25224
37.31	-1.38703	-1.63468	-0.24765
37.32	-1.33086	-1.57164	-0.24078
37.33	-1.27218	-1.50405	-0.23187
37.34	-1.21129	-1.43247	-0.22118
37.35	-1.14852	-1.35753	-0.20902
37.36	-1.08416	-1.27985	-0.19569
37.37	-1.01857	-1.20011	-0.18154
37.38	-0.95206	-1.11897	-0.16691
37.39	-0.88498	-1.03709	-0.15211
37.4	-0.81768	-0.95513	-0.13745
37.41	-0.75049	-0.87369	-0.1232
37.42	-0.68377	-0.79336	-0.10959
37.43	-0.61787	-0.71468	-0.09681
37.44	-0.55313	-0.63812	-0.08499
37.45	-0.4899	-0.56413	-0.07422
37.46	-0.42851	-0.49307	-0.06455
37.47	-0.3693	-0.42527	-0.05597
37.48	-0.31259	-0.361	-0.04841
37.49	-0.25867	-0.30047	-0.0418
37.5	-0.20784	-0.24387	-0.03603
37.51	-0.16038	-0.19132	-0.03094
37.52	-0.11653	-0.14292	-0.0264
37.53	-0.07651	-0.09875	-0.02224
37.54	-0.04053	-0.05885	-0.01831
37.55	-0.00876	-0.02324	-0.01448
37.56	0.01868	0.00806	-0.01062
37.57	0.04168	0.03505	-0.00664
37.58	0.06019	0.05774	-0.00245
37.59	0.07418	0.07616	0.00198
37.6	0.08367	0.09034	0.00667
37.61	0.08873	0.10033	0.01161
37.62	0.08946	0.10622	0.01676
37.63	0.08601	0.10807	0.02207
37.64	0.07857	0.10604	0.02746
37.65	0.06739	0.10026	0.03287
37.66	0.05273	0.09093	0.03821
37.67	0.03491	0.07831	0.0434
37.68	0.01429	0.06267	0.04838
37.69	-0.00875	0.04436	0.0531
37.7	-0.03378	0.02376	0.05754
37.71	-0.06037	0.00133	0.0617
37.72	-0.08803	-0.02244	0.0656
37.73	-0.11629	-0.047	0.06929
37.74	-0.14463	-0.07179	0.07284
37.75	-0.17254	-0.09618	0.07636
37.76	-0.1995	-0.11953	0.07997
37.77	-0.22499	-0.1412	0.08378
37.78	-0.24848	-0.16054	0.08794
37.79	-0.26947	-0.1769	0.09258
37.8	-0.28748	-0.18967	0.09781
37.81	-0.30201	-0.19827	0.10374
37.82	-0.31262	-0.20218	0.11044
37.83	-0.3189	-0.20093	0.11796
37.84	-0.32044	-0.19413	0.12631
37.85	-0.3169	-0.18146	0.13545
37.86	-0.30798	-0.16268	0.1453
37.87	-0.2934	-0.13767	0.15573
37.88	-0.27295	-0.10638	0.16657
37.89	-0.24647	-0.06886	0.17762
37.9	-0.21386	-0.02524	0.18862
37.91	-0.17507	0.02424	0.19931
37.92	-0.13011	0.07928	0.20939
37.93	-0.07906	0.13949	0.21855
37.94	-0.02206	0.20444	0.22649
37.95	0.04069	0.27361	0.23293
37.96	0.1089	0.34648	0.23758
37.97	0.18225	0.42245	0.2402
37.98	0.26033	0.50093	0.2406
37.99	0.34268	0.58132	0.23863
38	0.42879	0.66298	0.2342
38.01	0.51806	0.74532	0.22726
38.02	0.60988	0.82774	0.21786
38.03	0.70356	0.90964	0.20609
38.04	0.79838	0.99048	0.1921
38.05	0.8936	1.06971	0.17611
38.06	0.98843	1.14682	0.15839
38.07	1.08207	1.22133	0.13926
38.08	1.17373	1.29277	0.11905
38.09	1.26257	1.36071	0.09814
38.1	1.34781	1.42473	0.07692
38.11	1.42866	1.48443	0.05577
38.12	1.50436	1.53943	0.03507
38.13	1.57419	1.58937	0.01518
38.14	1.63747	1.6339	-0.00357
38.15	1.69358	1.67268	-0.0209
38.16	1.74197	1.70539	-0.03658
38.17	1.78214	1.73174	-0.0504
38.18	1.81368	1.75144	-0.06224
38.19	1.83625	1.76423	-0.07202
38.2	1.84962	1.76988	-0.07974
38.21	1.85363	1.7682	-0.08543
38.22	1.8482	1.75903	-0.08917
38.23	1.83337	1.74227	-0.0911
38.24	1.80924	1.71784	-0.0914
38.25	1.77601	1.68574	-0.09027
38.26	1.73396	1.64605	-0.08791
38.27	1.68346	1.59888	-0.08458
38.28	1.62495	1.54444	-0.08051
38.29	1.55891	1.48298	-0.07593
38.3	1.48592	1.41485	-0.07107
38.31	1.40658	1.34045	-0.06613
38.32	1.32154	1.26026	-0.06128
38.33	1.23149	1.17481	-0.05668
38.34	1.13713	1.0847	-0.05243
38.35	1.0392	0.99056	-0.04864
38.36	0.93843	0.89307	-0.04535
38.37	0.83554	0.79293	-0.04261
38.38	0.73126	0.69087	-0.04039
38.39	0.62631	0.58762	-0.03869
38.4	0.52135	0.48389	-0.03746
38.41	0.41706	0.38041	-0.03665
38.42	0.31406	0.27785	-0.03621
38.43	0.21293	0.17687	-0.03606
38.44	0.11422	0.07809	-0.03614
38.45	0.01845	-0.01795	-0.0364
38.46	-0.07393	-0.11072	-0.0368
38.47	-0.16249	-0.19979	-0.0373
38.48	-0.24687	-0.28475	-0.03788
38.49	-0.32674	-0.36527	-0.03853
38.5	-0.40182	-0.44109	-0.03927
38.51	-0.47187	-0.51198	-0.04011
38.52	-0.53669	-0.57778	-0.04109
38.53	-0.59614	-0.63838	-0.04224
38.54	-0.65011	-0.69371	-0.0436
38.55	-0.69852	-0.74373	-0.04521
38.56	-0.74133	-0.78844	-0.04711
38.57	-0.77855	-0.82787	-0.04932
38.58	-0.81021	-0.86207	-0.05186
38.59	-0.83637	-0.89111	-0.05474
38.6	-0.85712	-0.91506	-0.05794
38.61	-0.87259	-0.93401	-0.06142
38.62	-0.88292	-0.94807	-0.06515
38.63	-0.88828	-0.95732	-0.06905
38.64	-0.88886	-0.96189	-0.07303
38.65	-0.88486	-0.96187	-0.07701
38.66	-0.87651	-0.95739	-0.08087
38.67	-0.86405	-0.94856	-0.0845
38.68	-0.84773	-0.93551	-0.08778
38.69	-0.82779	-0.91839	-0.09059
38.7	-0.80451	-0.89733	-0.09282
38.71	-0.77814	-0.8725	-0.09437
38.72	-0.74894	-0.84407	-0.09514
38.73	-0.71717	-0.81223	-0.09506
38.74	-0.68309	-0.77717	-0.09408
38.75	-0.64695	-0.73912	-0.09217
38.76	-0.60897	-0.69829	-0.08932
38.77	-0.56937	-0.65492	-0.08554
38.78	-0.52837	-0.60926	-0.08088
38.79	-0.48617	-0.56157	-0.0754
38.8	-0.44293	-0.5121	-0.06917
38.81	-0.39882	-0.46111	-0.06229
38.82	-0.35398	-0.40886	-0.05488
38.83	-0.30856	-0.3556	-0.04705
38.84	-0.26266	-0.30158	-0.03892
38.85	-0.21639	-0.24703	-0.03064
38.86	-0.16984	-0.19216	-0.02232
38.87	-0.12311	-0.13719	-0.01408
38.88	-0.07626	-0.0823	-0.00604
38.89	-0.02937	-0.02767	0.0017
38.9	0.01749	0.02654	0.00906
38.91	0.06424	0.08019	0.01596
38.92	0.11081	0.13315	0.02234
38.93	0.15713	0.18529	0.02816
38.94	0.20311	0.23651	0.0334
38.95	0.24866	0.28669	0.03803
38.96	0.29367	0.33573	0.04206
38.97	0.33804	0.38353	0.04549
38.98	0.38165	0.42999	0.04833
38.99	0.42437	0.47499	0.05061
39	0.46607	0.51841	0.05235
39.01	0.50658	0.56015	0.05357
39.02	0.54577	0.60005	0.05428
39.03	0.58347	0.638	0.05453
39.04	0.61952	0.67384	0.05432
39.05	0.65376	0.70742	0.05366
39.06	0.68601	0.7386	0.05259
39.07	0.71613	0.76722	0.05109
39.08	0.74395	0.79315	0.0492
39.09	0.76931	0.81624	0.04692
39.1	0.79209	0.83636	0.04428
39.11	0.81213	0.85341	0.04128
39.12	0.82933	0.8673	0.03797
39.13	0.84357	0.87795	0.03438
39.14	0.85477	0.88532	0.03055
39.15	0.86283	0.8894	0.02656
39.16	0.86771	0.89019	0.02248
39.17	0.86936	0.88775	0.01839
39.18	0.86776	0.88215	0.01439
39.19	0.8629	0.87349	0.01059
39.2	0.8548	0.86191	0.00711
39.21	0.84349	0.84757	0.00408
39.22	0.82903	0.83065	0.00163
39.23	0.81149	0.81137	-1.16989E-4
39.24	0.79098	0.78995	-0.00102
39.25	0.76761	0.76663	-9.75435E-4
39.26	0.74153	0.74167	1.39199E-4
39.27	0.7129	0.71531	0.00241
39.28	0.68192	0.68784	0.00591
39.29	0.6488	0.6595	0.0107
39.3	0.61377	0.63056	0.01679
39.31	0.57709	0.60128	0.02419
39.32	0.53904	0.5719	0.03286
39.33	0.49993	0.54267	0.04274
39.34	0.46007	0.51382	0.05374
39.35	0.41981	0.48557	0.06575
39.36	0.37951	0.45813	0.07862
39.37	0.33952	0.4317	0.09218
39.38	0.30024	0.40649	0.10625
39.39	0.26204	0.38267	0.12063
39.4	0.22533	0.36042	0.13509
39.41	0.19048	0.33991	0.14944
39.42	0.15788	0.32131	0.16344
39.43	0.12789	0.30477	0.17688
39.44	0.10088	0.29044	0.18956
39.45	0.07717	0.27846	0.20129
39.46	0.05707	0.26896	0.21189
39.47	0.04085	0.26207	0.22122
39.48	0.02875	0.25789	0.22914
39.49	0.02096	0.25652	0.23556
39.5	0.01763	0.25803	0.2404
39.51	0.01886	0.26248	0.24362
39.52	0.0247	0.26989	0.24519
39.53	0.03516	0.28028	0.24512
39.54	0.05016	0.29361	0.24345
39.55	0.06959	0.30983	0.24024
39.56	0.09329	0.32884	0.23555
39.57	0.12103	0.35051	0.22948
39.58	0.15254	0.37467	0.22213
39.59	0.18748	0.40111	0.21363
39.6	0.22548	0.42958	0.20409
39.61	0.26614	0.45979	0.19365
39.62	0.30899	0.49142	0.18243
39.63	0.35354	0.52411	0.17056
39.64	0.39928	0.55746	0.15818
39.65	0.44567	0.59106	0.14539
39.66	0.49215	0.62447	0.13233
39.67	0.53814	0.65722	0.11909
39.68	0.58306	0.68884	0.10578
39.69	0.62635	0.71885	0.0925
39.7	0.66743	0.74677	0.07934
39.71	0.70573	0.77211	0.06638
39.72	0.7407	0.79441	0.05371
39.73	0.77183	0.81322	0.04139
39.74	0.79861	0.82811	0.02949
39.75	0.82058	0.83868	0.01809
39.76	0.83731	0.84456	0.00725
39.77	0.8484	0.84542	-0.00298
39.78	0.85351	0.84098	-0.01253
39.79	0.85234	0.831	-0.02134
39.8	0.84464	0.81527	-0.02937
39.81	0.83024	0.79367	-0.03657
39.82	0.80899	0.7661	-0.04288
39.83	0.78083	0.73254	-0.04829
39.84	0.74574	0.69299	-0.05275
39.85	0.7038	0.64755	-0.05625
39.86	0.65513	0.59635	-0.05878
39.87	0.59991	0.53956	-0.06034
39.88	0.5384	0.47744	-0.06096
39.89	0.47094	0.41028	-0.06065
39.9	0.3979	0.33842	-0.05948
39.91	0.31973	0.26224	-0.05749
39.92	0.23694	0.18217	-0.05477
39.93	0.15009	0.09867	-0.05142
39.94	0.05978	0.01225	-0.04753
39.95	-0.03334	-0.07657	-0.04322
39.96	-0.12859	-0.16723	-0.03864
39.97	-0.22525	-0.25917	-0.03392
39.98	-0.32261	-0.35181	-0.0292
39.99	-0.41991	-0.44455	-0.02464
40	-0.51641	-0.53681	-0.0204
