ppm (expt), data (expt), ppm (sim), data (sim)
,,-271.902,0.1299
,,-271.956,0.138
,,-272.01,0.1458
,,-272.064,0.1532
,,-272.118,0.1601
,,-272.172,0.1666
,,-272.226,0.1727
,,-272.28,0.1782
,,-272.334,0.1832
,,-272.388,0.1877
,,-272.443,0.1916
,,-272.497,0.1949
,,-272.551,0.1977
,,-272.605,0.1998
,,-272.659,0.2013
,,-272.713,0.2022
,,-272.767,0.2025
,,-272.821,0.2022
,,-272.875,0.2012
,,-272.929,0.1997
,,-272.983,0.1975
,,-273.037,0.1947
,,-273.091,0.1913
,,-273.145,0.1874
,,-273.199,0.1828
,,-273.253,0.1778
,,-273.307,0.1722
,,-273.361,0.1661
,,-273.415,0.1595
,,-273.469,0.1524
,,-273.523,0.1449
,,-273.577,0.137
,,-273.631,0.1287
,,-273.685,0.1201
,,-273.739,0.1112
,,-273.793,0.102
,,-273.847,0.0925
,,-273.901,0.0829
,,-273.955,0.073
,,-274.009,0.063
,,-274.064,0.053
,,-274.118,0.0428
,,-274.172,0.0326
,,-274.226,0.0225
,,-274.28,0.0124
,,-274.334,2.33E-03
,,-274.388,-7.57E-03
,,-274.442,-0.0173
,,-274.496,-0.0269
,,-274.55,-0.0362
,,-274.604,-0.0452
,,-274.658,-0.054
,,-274.712,-0.0624
,,-274.766,-0.0705
,,-274.82,-0.0782
,,-274.874,-0.0854
,,-274.928,-0.0922
,,-274.982,-0.0986
,,-275.036,-0.1044
,,-275.09,-0.1097
,,-275.144,-0.1145
,,-275.198,-0.1187
,,-275.252,-0.1224
,,-275.306,-0.1254
,,-275.36,-0.1279
,,-275.414,-0.1297
,,-275.468,-0.1309
,,-275.522,-0.1314
,,-275.576,-0.1314
,,-275.63,-0.1306
,,-275.685,-0.1293
,,-275.739,-0.1272
,,-275.793,-0.1246
,,-275.847,-0.1213
,,-275.901,-0.1173
,,-275.955,-0.1127
,,-276.009,-0.1075
,,-276.063,-0.1017
,,-276.117,-0.0953
,,-276.171,-0.0883
,,-276.225,-0.0808
,,-276.279,-0.0727
,,-276.333,-0.064
,,-276.387,-0.0549
,,-276.441,-0.0453
,,-276.495,-0.0352
,,-276.549,-0.0246
,,-276.603,-0.0137
,,-276.657,-2.35E-03
,,-276.711,9.35E-03
,,-276.765,0.0214
,,-276.819,0.0337
,,-276.873,0.0464
,,-276.927,0.0592
,,-276.981,0.0723
,,-277.035,0.0856
,,-277.089,0.099
,,-277.143,0.1125
,,-277.197,0.1262
,,-277.251,0.1398
,,-277.305,0.1536
,,-277.36,0.1673
,,-277.414,0.1809
,,-277.468,0.1945
,,-277.522,0.208
,,-277.576,0.2214
,,-277.63,0.2346
,,-277.684,0.2477
,,-277.738,0.2605
,,-277.792,0.273
,,-277.846,0.2853
,,-277.9,0.2973
,,-277.954,0.309
,,-278.008,0.3203
,,-278.062,0.3312
,,-278.116,0.3418
,,-278.17,0.3519
,,-278.224,0.3616
,,-278.278,0.3708
,,-278.332,0.3796
,,-278.386,0.3879
,,-278.44,0.3956
,,-278.494,0.4028
,,-278.548,0.4095
,,-278.602,0.4157
,,-278.656,0.4213
,,-278.71,0.4263
,,-278.764,0.4308
,,-278.818,0.4347
,,-278.872,0.438
,,-278.926,0.4407
,,-278.981,0.4428
,,-279.035,0.4444
,,-279.089,0.4453
,,-279.143,0.4457
,,-279.197,0.4455
,,-279.251,0.4447
,,-279.305,0.4434
,,-279.359,0.4415
,,-279.413,0.439
,,-279.467,0.4361
,,-279.521,0.4325
,,-279.575,0.4285
,,-279.629,0.424
,,-279.683,0.419
,,-279.737,0.4135
,,-279.791,0.4076
,,-279.845,0.4012
,,-279.899,0.3944
,,-279.953,0.3873
,,-280.007,0.3797
,,-280.061,0.3719
,,-280.115,0.3636
,,-280.169,0.3551
,,-280.223,0.3463
,,-280.277,0.3373
,,-280.331,0.328
,,-280.385,0.3185
,,-280.439,0.3089
,,-280.493,0.299
,,-280.547,0.2891
,,-280.601,0.279
,,-280.656,0.2689
,,-280.71,0.2587
,,-280.764,0.2485
,,-280.818,0.2383
,,-280.872,0.2281
,,-280.926,0.218
,,-280.98,0.2079
,,-281.034,0.1979
,,-281.088,0.1881
,,-281.142,0.1784
,,-281.196,0.1689
,,-281.25,0.1595
,,-281.304,0.1504
,,-281.358,0.1415
,,-281.412,0.1328
,,-281.466,0.1244
,,-281.52,0.1164
,,-281.574,0.1086
,,-281.628,0.1011
,,-281.682,0.0939
,,-281.736,0.0871
,,-281.79,0.0807
,,-281.844,0.0746
,,-281.898,0.0689
,,-281.952,0.0636
,,-282.006,0.0586
,,-282.06,0.0541
,,-282.114,0.0499
,,-282.168,0.0462
,,-282.222,0.0428
,,-282.277,0.0399
,,-282.331,0.0374
,,-282.385,0.0352
,,-282.439,0.0334
,,-282.493,0.0321
,,-282.547,0.0311
,,-282.601,0.0305
,,-282.655,0.0302
,,-282.709,0.0303
,,-282.763,0.0307
,,-282.817,0.0315
,,-282.871,0.0326
,,-282.925,0.034
,,-282.979,0.0356
,,-283.033,0.0375
,,-283.087,0.0397
,,-283.141,0.0421
,,-283.195,0.0447
,,-283.249,0.0475
,,-283.303,0.0505
,,-283.357,0.0536
,,-283.411,0.0568
,,-283.465,0.0601
,,-283.519,0.0636
,,-283.573,0.067
,,-283.627,0.0706
,,-283.681,0.0741
,,-283.735,0.0777
,,-283.789,0.0812
,,-283.843,0.0846
,,-283.898,0.088
,,-283.952,0.0913
,,-284.006,0.0945
,,-284.06,0.0976
,,-284.114,0.1005
,,-284.168,0.1032
,,-284.222,0.1058
,,-284.276,0.1081
,,-284.33,0.1102
,,-284.384,0.1121
,,-284.438,0.1138
,,-284.492,0.1152
,,-284.546,0.1163
,,-284.6,0.1172
,,-284.654,0.1177
,,-284.708,0.118
,,-284.762,0.1179
,,-284.816,0.1176
,,-284.87,0.1169
,,-284.924,0.1159
,,-284.978,0.1146
,,-285.032,0.113
,,-285.086,0.1111
,,-285.14,0.1089
,,-285.194,0.1064
,,-285.248,0.1036
,,-285.302,0.1004
,,-285.356,0.0971
,,-285.41,0.0934
,,-285.464,0.0895
,,-285.518,0.0854
,,-285.573,0.081
,,-285.627,0.0764
,,-285.681,0.0716
,,-285.735,0.0666
,,-285.789,0.0615
,,-285.843,0.0562
,,-285.897,0.0508
,,-285.951,0.0453
,,-286.005,0.0397
,,-286.059,0.034
,,-286.113,0.0283
,,-286.167,0.0226
,,-286.221,0.0169
,,-286.275,0.0112
,,-286.329,5.57E-03
,,-286.383,0
,,-286.437,-5.48E-03
,,-286.491,-0.0109
,,-286.545,-0.0161
,,-286.599,-0.0212
,,-286.653,-0.0261
,,-286.707,-0.0308
,,-286.761,-0.0353
,,-286.815,-0.0395
,,-286.869,-0.0436
,,-286.923,-0.0473
,,-286.977,-0.0508
,,-287.031,-0.054
,,-287.085,-0.0569
,,-287.139,-0.0594
,,-287.194,-0.0617
,,-287.248,-0.0636
,,-287.302,-0.0651
,,-287.356,-0.0663
,,-287.41,-0.0672
,,-287.464,-0.0677
,,-287.518,-0.0678
,,-287.572,-0.0676
,,-287.626,-0.067
,,-287.68,-0.0661
,,-287.734,-0.0648
,,-287.788,-0.0632
,,-287.842,-0.0613
,,-287.896,-0.059
,,-287.95,-0.0564
,,-288.004,-0.0536
,,-288.058,-0.0504
,,-288.112,-0.047
,,-288.166,-0.0433
,,-288.22,-0.0393
,,-288.274,-0.0352
,,-288.328,-0.0308
,,-288.382,-0.0262
,,-288.436,-0.0215
,,-288.49,-0.0167
,,-288.544,-0.0117
,,-288.598,-6.63E-03
,,-288.652,-1.49E-03
,,-288.706,3.71E-03
,,-288.76,8.94E-03
,,-288.814,0.0142
,,-288.869,0.0194
,,-288.923,0.0246
,,-288.977,0.0297
,,-289.031,0.0347
,,-289.085,0.0396
,,-289.139,0.0443
,,-289.193,0.0489
,,-289.247,0.0534
,,-289.301,0.0576
,,-289.355,0.0616
,,-289.409,0.0654
,,-289.463,0.069
,,-289.517,0.0722
,,-289.571,0.0752
,,-289.625,0.0779
,,-289.679,0.0803
,,-289.733,0.0823
,,-289.787,0.0841
,,-289.841,0.0854
,,-289.895,0.0865
,,-289.949,0.0872
,,-290.003,0.0875
,,-290.057,0.0875
,,-290.111,0.0871
,,-290.165,0.0864
,,-290.219,0.0853
,,-290.273,0.0839
,,-290.327,0.0821
,,-290.381,0.08
,,-290.435,0.0775
,,-290.49,0.0748
,,-290.544,0.0717
,,-290.598,0.0683
,,-290.652,0.0647
,,-290.706,0.0607
,,-290.76,0.0566
,,-290.814,0.0521
,,-290.868,0.0475
,,-290.922,0.0427
,,-290.976,0.0377
,,-291.03,0.0325
,,-291.084,0.0272
,,-291.138,0.0217
,,-291.192,0.0162
,,-291.246,0.0106
,,-291.3,4.93E-03
,,-291.354,-7.72E-04
,,-291.408,-6.49E-03
,,-291.462,-0.0122
,,-291.516,-0.0179
,,-291.57,-0.0235
,,-291.624,-0.029
,,-291.678,-0.0345
,,-291.732,-0.0398
,,-291.786,-0.0451
,,-291.84,-0.0501
,,-291.894,-0.055
,,-291.948,-0.0597
,,-292.002,-0.0643
,,-292.056,-0.0686
,,-292.111,-0.0727
,,-292.165,-0.0765
,,-292.219,-0.0801
,,-292.273,-0.0834
,,-292.327,-0.0865
,,-292.381,-0.0893
,,-292.435,-0.0918
,,-292.489,-0.0941
,,-292.543,-0.096
,,-292.597,-0.0977
,,-292.651,-0.099
,,-292.705,-0.1001
,,-292.759,-0.1009
,,-292.813,-0.1014
,,-292.867,-0.1016
,,-292.921,-0.1015
,,-292.975,-0.1012
,,-293.029,-0.1005
,,-293.083,-0.0997
,,-293.137,-0.0985
,,-293.191,-0.0972
,,-293.245,-0.0956
,,-293.299,-0.0938
,,-293.353,-0.0918
,,-293.407,-0.0895
,,-293.461,-0.0872
,,-293.515,-0.0846
,,-293.569,-0.0819
,,-293.623,-0.079
,,-293.677,-0.076
,,-293.731,-0.073
,,-293.786,-0.0698
,,-293.84,-0.0665
,,-293.894,-0.0632
,,-293.948,-0.0598
,,-294.002,-0.0563
,,-294.056,-0.0529
,,-294.11,-0.0494
,,-294.164,-0.046
,,-294.218,-0.0425
,,-294.272,-0.0391
,,-294.326,-0.0357
,,-294.38,-0.0323
,,-294.434,-0.029
,,-294.488,-0.0258
,,-294.542,-0.0227
,,-294.596,-0.0196
,,-294.65,-0.0166
,,-294.704,-0.0138
,,-294.758,-0.011
,,-294.812,-8.32E-03
,,-294.866,-5.77E-03
,,-294.92,-3.34E-03
,,-294.974,-1.03E-03
,,-295.028,1.16E-03
,,-295.082,3.23E-03
,,-295.136,5.17E-03
,,-295.19,6.99E-03
,,-295.244,8.68E-03
,,-295.298,0.0102
,,-295.352,0.0117
,,-295.407,0.013
,,-295.461,0.0142
,,-295.515,0.0153
,,-295.569,0.0163
,,-295.623,0.0172
,,-295.677,0.0179
,,-295.731,0.0186
,,-295.785,0.0192
,,-295.839,0.0197
,,-295.893,0.02
,,-295.947,0.0203
,,-296.001,0.0206
,,-296.055,0.0207
,,-296.109,0.0208
,,-296.163,0.0208
,,-296.217,0.0208
,,-296.271,0.0207
,,-296.325,0.0205
,,-296.379,0.0203
,,-296.433,0.02
,,-296.487,0.0197
,,-296.541,0.0194
,,-296.595,0.019
,,-296.649,0.0186
,,-296.703,0.0181
,,-296.757,0.0176
,,-296.811,0.0171
,,-296.865,0.0165
,,-296.919,0.0159
,,-296.973,0.0153
,,-297.028,0.0147
,,-297.082,0.014
,,-297.136,0.0133
,,-297.19,0.0125
,,-297.244,0.0117
,,-297.298,0.0109
,,-297.352,0.0101
,,-297.406,9.19E-03
,,-297.46,8.27E-03
,,-297.514,7.32E-03
,,-297.568,6.33E-03
,,-297.622,5.31E-03
,,-297.676,4.25E-03
,,-297.73,3.15E-03
,,-297.784,2.02E-03
,,-297.838,8.56E-04
,,-297.892,-3.45E-04
,,-297.946,-1.58E-03
,,-298,-2.85E-03
,,-298.054,-4.15E-03
,,-298.108,-5.47E-03
,,-298.162,-6.82E-03
,,-298.216,-8.19E-03
,,-298.27,-9.58E-03
,,-298.324,-0.011
,,-298.378,-0.0124
,,-298.432,-0.0138
,,-298.486,-0.0152
,,-298.54,-0.0166
,,-298.594,-0.018
,,-298.648,-0.0194
,,-298.703,-0.0208
,,-298.757,-0.0221
,,-298.811,-0.0233
,,-298.865,-0.0246
,,-298.919,-0.0257
,,-298.973,-0.0268
,,-299.027,-0.0278
,,-299.081,-0.0287
,,-299.135,-0.0295
,,-299.189,-0.0303
,,-299.243,-0.0309
,,-299.297,-0.0313
,,-299.351,-0.0317
,,-299.405,-0.0318
,,-299.459,-0.0319
,,-299.513,-0.0318
,,-299.567,-0.0315
,,-299.621,-0.031
,,-299.675,-0.0303
,,-299.729,-0.0295
,,-299.783,-0.0284
,,-299.837,-0.0272
,,-299.891,-0.0257
,,-299.945,-0.024
,,-299.999,-0.0221
,,-300.053,-0.02
,,-300.107,-0.0177
,,-300.161,-0.0152
,,-300.215,-0.0124
,,-300.269,-9.42E-03
,,-300.324,-6.23E-03
,,-300.378,-2.83E-03
,,-300.432,7.79E-04
,,-300.486,4.58E-03
,,-300.54,8.58E-03
,,-300.594,0.0128
,,-300.648,0.0171
,,-300.702,0.0216
,,-300.756,0.0263
,,-300.81,0.0311
,,-300.864,0.0361
,,-300.918,0.0411
,,-300.972,0.0463
,,-301.026,0.0515
,,-301.08,0.0569
,,-301.134,0.0622
,,-301.188,0.0676
,,-301.242,0.073
,,-301.296,0.0785
,,-301.35,0.0839
,,-301.404,0.0892
,,-301.458,0.0945
,,-301.512,0.0997
,,-301.566,0.1049
,,-301.62,0.1099
,,-301.674,0.1147
,,-301.728,0.1195
,,-301.782,0.124
,,-301.836,0.1284
,,-301.89,0.1325
,,-301.944,0.1364
,,-301.999,0.1401
,,-302.053,0.1436
,,-302.107,0.1468
,,-302.161,0.1497
,,-302.215,0.1523
,,-302.269,0.1546
,,-302.323,0.1566
,,-302.377,0.1582
,,-302.431,0.1596
,,-302.485,0.1606
,,-302.539,0.1612
,,-302.593,0.1616
,,-302.647,0.1616
,,-302.701,0.1612
,,-302.755,0.1605
,,-302.809,0.1595
,,-302.863,0.1581
,,-302.917,0.1564
,,-302.971,0.1544
,,-303.025,0.1521
,,-303.079,0.1495
,,-303.133,0.1465
,,-303.187,0.1433
,,-303.241,0.1398
,,-303.295,0.1361
,,-303.349,0.1321
,,-303.403,0.1279
,,-303.457,0.1235
,,-303.511,0.119
,,-303.565,0.1142
,,-303.62,0.1093
,,-303.674,0.1042
,,-303.728,0.0991
,,-303.782,0.0938
,,-303.836,0.0885
,,-303.89,0.0831
,,-303.944,0.0778
,,-303.998,0.0723
,,-304.052,0.0669
,,-304.106,0.0616
,,-304.16,0.0563
,,-304.214,0.051
,,-304.268,0.0458
,,-304.322,0.0408
,,-304.376,0.0358
,,-304.43,0.031
,,-304.484,0.0264
,,-304.538,0.0219
,,-304.592,0.0176
,,-304.646,0.0135
,,-304.7,9.62E-03
,,-304.754,5.94E-03
,,-304.808,2.48E-03
,,-304.862,-7.55E-04
,,-304.916,-3.75E-03
,,-304.97,-6.50E-03
,,-305.024,-9.01E-03
,,-305.078,-0.0113
,,-305.132,-0.0133
,,-305.186,-0.015
,,-305.241,-0.0165
,,-305.295,-0.0178
,,-305.349,-0.0188
,,-305.403,-0.0196
,,-305.457,-0.0201
,,-305.511,-0.0204
,,-305.565,-0.0205
,,-305.619,-0.0204
,,-305.673,-0.0201
,,-305.727,-0.0196
,,-305.781,-0.0188
,,-305.835,-0.018
,,-305.889,-0.0169
,,-305.943,-0.0157
,,-305.997,-0.0144
,,-306.051,-0.013
,,-306.105,-0.0114
,,-306.159,-9.72E-03
,,-306.213,-7.96E-03
,,-306.267,-6.13E-03
,,-306.321,-4.23E-03
,,-306.375,-2.28E-03
,,-306.429,-2.80E-04
,,-306.483,1.74E-03
,,-306.537,3.79E-03
,,-306.591,5.84E-03
,,-306.645,7.89E-03
,,-306.699,9.94E-03
,,-306.753,0.012
,,-306.807,0.014
,,-306.861,0.0159
,,-306.916,0.0179
,,-306.97,0.0197
,,-307.024,0.0216
,,-307.078,0.0234
,,-307.132,0.0251
,,-307.186,0.0268
,,-307.24,0.0284
,,-307.294,0.0299
,,-307.348,0.0314
,,-307.402,0.0328
,,-307.456,0.0342
,,-307.51,0.0355
,,-307.564,0.0368
,,-307.618,0.038
,,-307.672,0.0392
,,-307.726,0.0403
,,-307.78,0.0414
,,-307.834,0.0425
,,-307.888,0.0436
,,-307.942,0.0446
,,-307.996,0.0456
,,-308.05,0.0466
,,-308.104,0.0476
,,-308.158,0.0486
,,-308.212,0.0496
,,-308.266,0.0506
,,-308.32,0.0517
,,-308.374,0.0527
,,-308.428,0.0538
,,-308.482,0.0549
,,-308.537,0.0561
,,-308.591,0.0573
,,-308.645,0.0585
,,-308.699,0.0598
,,-308.753,0.0612
,,-308.807,0.0625
,,-308.861,0.064
,,-308.915,0.0654
,,-308.969,0.0669
,,-309.023,0.0685
,,-309.077,0.0701
,,-309.131,0.0717
,,-309.185,0.0733
,,-309.239,0.075
,,-309.293,0.0767
,,-309.347,0.0784
,,-309.401,0.0801
,,-309.455,0.0818
,,-309.509,0.0835
,,-309.563,0.0852
,,-309.617,0.0868
,,-309.671,0.0884
,,-309.725,0.09
,,-309.779,0.0914
,,-309.833,0.0929
,,-309.887,0.0942
,,-309.941,0.0954
,,-309.995,0.0966
,,-310.049,0.0976
,,-310.103,0.0985
,,-310.157,0.0992
,,-310.212,0.0999
,,-310.266,0.1003
,,-310.32,0.1006
,,-310.374,0.1007
,,-310.428,0.1006
,,-310.482,0.1003
,,-310.536,0.0998
,,-310.59,0.0991
,,-310.644,0.0982
,,-310.698,0.097
,,-310.752,0.0956
,,-310.806,0.094
,,-310.86,0.0921
,,-310.914,0.09
,,-310.968,0.0876
,,-311.022,0.085
,,-311.076,0.0822
,,-311.13,0.079
,,-311.184,0.0757
,,-311.238,0.0721
,,-311.292,0.0682
,,-311.346,0.0641
,,-311.4,0.0597
,,-311.454,0.0552
,,-311.508,0.0504
,,-311.562,0.0453
,,-311.616,0.0401
,,-311.67,0.0346
,,-311.724,0.029
,,-311.778,0.0231
,,-311.833,0.0171
,,-311.887,0.0109
,,-311.941,4.50E-03
,,-311.995,-2.03E-03
,,-312.049,-8.69E-03
,,-312.103,-0.0155
,,-312.157,-0.0224
,,-312.211,-0.0294
,,-312.265,-0.0366
,,-312.319,-0.0438
,,-312.373,-0.0511
,,-312.427,-0.0584
,,-312.481,-0.0658
,,-312.535,-0.0733
,,-312.589,-0.0807
,,-312.643,-0.0882
,,-312.697,-0.0957
,,-312.751,-0.1032
,,-312.805,-0.1107
,,-312.859,-0.1181
,,-312.913,-0.1255
,,-312.967,-0.1329
,,-313.021,-0.1402
,,-313.075,-0.1475
,,-313.129,-0.1547
,,-313.183,-0.1618
,,-313.237,-0.1688
,,-313.291,-0.1757
,,-313.345,-0.1825
,,-313.399,-0.1892
,,-313.454,-0.1958
,,-313.508,-0.2022
,,-313.562,-0.2085
,,-313.616,-0.2146
,,-313.67,-0.2206
,,-313.724,-0.2265
,,-313.778,-0.2322
,,-313.832,-0.2377
,,-313.886,-0.243
,,-313.94,-0.2481
,,-313.994,-0.253
,,-314.048,-0.2578
,,-314.102,-0.2623
,,-314.156,-0.2666
,,-314.21,-0.2707
,,-314.264,-0.2745
,,-314.318,-0.2781
,,-314.372,-0.2815
,,-314.426,-0.2846
,,-314.48,-0.2874
,,-314.534,-0.29
,,-314.588,-0.2923
,,-314.642,-0.2943
,,-314.696,-0.296
,,-314.75,-0.2974
,,-314.804,-0.2985
,,-314.858,-0.2992
,,-314.912,-0.2997
,,-314.966,-0.2998
,,-315.02,-0.2995
,,-315.074,-0.299
,,-315.129,-0.298
,,-315.183,-0.2968
,,-315.237,-0.2951
,,-315.291,-0.2931
,,-315.345,-0.2907
,,-315.399,-0.2879
,,-315.453,-0.2848
,,-315.507,-0.2812
,,-315.561,-0.2773
,,-315.615,-0.273
,,-315.669,-0.2684
,,-315.723,-0.2633
,,-315.777,-0.2579
,,-315.831,-0.2522
,,-315.885,-0.246
,,-315.939,-0.2396
,,-315.993,-0.2327
,,-316.047,-0.2256
,,-316.101,-0.2181
,,-316.155,-0.2103
,,-316.209,-0.2023
,,-316.263,-0.1939
,,-316.317,-0.1853
,,-316.371,-0.1765
,,-316.425,-0.1675
,,-316.479,-0.1582
,,-316.533,-0.1488
,,-316.587,-0.1393
,,-316.641,-0.1296
,,-316.695,-0.1199
,,-316.75,-0.11
,,-316.804,-0.1002
,,-316.858,-0.0904
,,-316.912,-0.0805
,,-316.966,-0.0708
,,-317.02,-0.0611
,,-317.074,-0.0516
,,-317.128,-0.0422
,,-317.182,-0.0331
,,-317.236,-0.0241
,,-317.29,-0.0154
,,-317.344,-7.01E-03
,,-317.398,1.07E-03
,,-317.452,8.79E-03
,,-317.506,0.0161
,,-317.56,0.0231
,,-317.614,0.0296
,,-317.668,0.0356
,,-317.722,0.0411
,,-317.776,0.0461
,,-317.83,0.0506
,,-317.884,0.0545
,,-317.938,0.0579
,,-317.992,0.0606
,,-318.046,0.0628
,,-318.1,0.0643
,,-318.154,0.0652
,,-318.208,0.0655
,,-318.262,0.0652
,,-318.316,0.0643
,,-318.37,0.0627
,,-318.425,0.0605
,,-318.479,0.0577
,,-318.533,0.0543
,,-318.587,0.0503
,,-318.641,0.0458
,,-318.695,0.0407
,,-318.749,0.0351
,,-318.803,0.029
,,-318.857,0.0225
,,-318.911,0.0155
,,-318.965,8.14E-03
,,-319.019,4.09E-04
,,-319.073,-7.65E-03
,,-319.127,-0.016
,,-319.181,-0.0246
,,-319.235,-0.0334
,,-319.289,-0.0423
,,-319.343,-0.0513
,,-319.397,-0.0604
,,-319.451,-0.0696
,,-319.505,-0.0786
,,-319.559,-0.0876
,,-319.613,-0.0965
,,-319.667,-0.1052
,,-319.721,-0.1137
,,-319.775,-0.1219
,,-319.829,-0.1298
,,-319.883,-0.1374
,,-319.937,-0.1446
,,-319.991,-0.1513
,,-320.046,-0.1575
,,-320.1,-0.1633
,,-320.154,-0.1685
,,-320.208,-0.1731
,,-320.262,-0.1772
,,-320.316,-0.1806
,,-320.37,-0.1834
,,-320.424,-0.1855
,,-320.478,-0.1869
,,-320.532,-0.1877
,,-320.586,-0.1878
,,-320.64,-0.1872
,,-320.694,-0.1859
,,-320.748,-0.1839
,,-320.802,-0.1812
,,-320.856,-0.1779
,,-320.91,-0.1739
,,-320.964,-0.1693
,,-321.018,-0.1642
,,-321.072,-0.1584
,,-321.126,-0.1521
,,-321.18,-0.1453
,,-321.234,-0.138
,,-321.288,-0.1303
,,-321.342,-0.1222
,,-321.396,-0.1138
,,-321.45,-0.1051
,,-321.504,-0.0962
,,-321.558,-0.087
,,-321.612,-0.0778
,,-321.667,-0.0684
,,-321.721,-0.059
,,-321.775,-0.0497
,,-321.829,-0.0404
,,-321.883,-0.0313
,,-321.937,-0.0224
,,-321.991,-0.0137
,,-322.045,-5.37E-03
,,-322.099,2.62E-03
,,-322.153,0.0102
,,-322.207,0.0173
,,-322.261,0.0239
,,-322.315,0.03
,,-322.369,0.0354
,,-322.423,0.0403
,,-322.477,0.0444
,,-322.531,0.0479
,,-322.585,0.0506
,,-322.639,0.0526
,,-322.693,0.0538
,,-322.747,0.0542
,,-322.801,0.0538
,,-322.855,0.0526
,,-322.909,0.0506
,,-322.963,0.0477
,,-323.017,0.0441
,,-323.071,0.0397
,,-323.125,0.0345
,,-323.179,0.0285
,,-323.233,0.0218
,,-323.287,0.0143
,,-323.342,6.25E-03
,,-323.396,-2.50E-03
,,-323.45,-0.0118
,,-323.504,-0.0218
,,-323.558,-0.0322
,,-323.612,-0.0431
,,-323.666,-0.0544
,,-323.72,-0.0661
,,-323.774,-0.078
,,-323.828,-0.0903
,,-323.882,-0.1027
,,-323.936,-0.1152
,,-323.99,-0.1278
,,-324.044,-0.1404
,,-324.098,-0.153
,,-324.152,-0.1654
,,-324.206,-0.1777
,,-324.26,-0.1897
,,-324.314,-0.2014
,,-324.368,-0.2128
,,-324.422,-0.2237
,,-324.476,-0.2342
,,-324.53,-0.2441
,,-324.584,-0.2535
,,-324.638,-0.2623
,,-324.692,-0.2704
,,-324.746,-0.2778
,,-324.8,-0.2845
,,-324.854,-0.2905
,,-324.908,-0.2957
,,-324.963,-0.3
,,-325.017,-0.3036
,,-325.071,-0.3063
,,-325.125,-0.3082
,,-325.179,-0.3092
,,-325.233,-0.3094
,,-325.287,-0.3087
,,-325.341,-0.3073
,,-325.395,-0.305
,,-325.449,-0.3019
,,-325.503,-0.298
,,-325.557,-0.2934
,,-325.611,-0.2881
,,-325.665,-0.2822
,,-325.719,-0.2755
,,-325.773,-0.2683
,,-325.827,-0.2606
,,-325.881,-0.2523
,,-325.935,-0.2436
,,-325.989,-0.2345
,,-326.043,-0.225
,,-326.097,-0.2152
,,-326.151,-0.2052
,,-326.205,-0.1951
,,-326.259,-0.1848
,,-326.313,-0.1744
,,-326.367,-0.164
,,-326.421,-0.1537
,,-326.475,-0.1435
,,-326.529,-0.1334
,,-326.584,-0.1235
,,-326.638,-0.1139
,,-326.692,-0.1046
,,-326.746,-0.0957
,,-326.8,-0.0871
,,-326.854,-0.079
,,-326.908,-0.0713
,,-326.962,-0.0642
,,-327.016,-0.0575
,,-327.07,-0.0514
,,-327.124,-0.0459
,,-327.178,-0.041
,,-327.232,-0.0366
,,-327.286,-0.0329
,,-327.34,-0.0298
,,-327.394,-0.0272
,,-327.448,-0.0253
,,-327.502,-0.024
,,-327.556,-0.0232
,,-327.61,-0.023
,,-327.664,-0.0234
,,-327.718,-0.0242
,,-327.772,-0.0256
,,-327.826,-0.0274
,,-327.88,-0.0296
,,-327.934,-0.0322
,,-327.988,-0.0351
,,-328.042,-0.0383
,,-328.096,-0.0418
,,-328.15,-0.0455
,,-328.204,-0.0493
,,-328.259,-0.0532
,,-328.313,-0.0572
,,-328.367,-0.0613
,,-328.421,-0.0653
,,-328.475,-0.0692
,,-328.529,-0.0729
,,-328.583,-0.0766
,,-328.637,-0.08
,,-328.691,-0.0831
,,-328.745,-0.0859
,,-328.799,-0.0884
,,-328.853,-0.0906
,,-328.907,-0.0923
,,-328.961,-0.0936
,,-329.015,-0.0945
,,-329.069,-0.0949
,,-329.123,-0.0948
,,-329.177,-0.0942
,,-329.231,-0.0931
,,-329.285,-0.0915
,,-329.339,-0.0894
,,-329.393,-0.0868
,,-329.447,-0.0837
,,-329.501,-0.0802
,,-329.555,-0.0761
,,-329.609,-0.0717
,,-329.663,-0.0668
,,-329.717,-0.0616
,,-329.771,-0.056
,,-329.825,-0.0501
,,-329.88,-0.0439
,,-329.934,-0.0375
,,-329.988,-0.0309
,,-330.042,-0.0243
,,-330.096,-0.0175
,,-330.15,-0.0107
,,-330.204,-4.00E-03
,,-330.258,2.64E-03
,,-330.312,9.13E-03
,,-330.366,0.0154
,,-330.42,0.0214
,,-330.474,0.0271
,,-330.528,0.0325
,,-330.582,0.0373
,,-330.636,0.0418
,,-330.69,0.0456
,,-330.744,0.0489
,,-330.798,0.0516
,,-330.852,0.0536
,,-330.906,0.0549
,,-330.96,0.0554
,,-331.014,0.0552
,,-331.068,0.0542
,,-331.122,0.0523
,,-331.176,0.0496
,,-331.23,0.0461
,,-331.284,0.0417
,,-331.338,0.0364
,,-331.392,0.0303
,,-331.446,0.0233
,,-331.5,0.0155
,,-331.555,6.91E-03
,,-331.609,-2.50E-03
,,-331.663,-0.0127
,,-331.717,-0.0236
,,-331.771,-0.0351
,,-331.825,-0.0474
,,-331.879,-0.0602
,,-331.933,-0.0735
,,-331.987,-0.0873
,,-332.041,-0.1016
,,-332.095,-0.1162
,,-332.149,-0.131
